user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
GCA_001914405	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanohalarchaeaceae;g__Methanohalarchaeum;s__Methanohalarchaeum thermophilum	GCA_001914405.1	95.0	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanohalarchaeaceae;g__Methanohalarchaeum;s__Methanohalarchaeum thermophilum	100.0	1.0	GCA_001914405.1	95.0	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__Methanohalarchaeaceae;g__Methanohalarchaeum;s__Methanohalarchaeum thermophilum	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanonatronarchaeia;o__Methanonatronarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.81	11	N/A	N/A
GCA_001940665	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__LCB-4 sp001940665	GCA_001940665.1	95.0	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__LCB-4 sp001940665	99.91	0.99	GCA_001940665.1	95.0	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__LCB-4 sp001940665	99.91	0.99	d__Archaea;p__Asgardarchaeota;c__Odinarchaeia;o__Odinarchaeales;f__LCB-4;g__LCB-4;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016839265.1, s__LCB-4 sp016839265, 95.0, 81.2, 0.84	97.04	11	N/A	N/A
GCA_001940705	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705	GCA_001940705.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705	100.0	0.99	GCA_001940705.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__SMTZ1-45 sp001940705	100.0	0.99	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__SMTZ1-45;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002825515.1, s__SMTZ1-45 sp002825515, 95.0, 78.89, 0.38; GCA_019057595.1, s__SMTZ1-45 sp019057595, 95.0, 78.67, 0.41; GCA_004376265.1, s__SMTZ1-45 sp004376265, 95.0, 78.35, 0.25; GCA_001563335.1, s__SMTZ1-45 sp001563335, 95.0, 78.33, 0.44; GCA_016840855.1, s__SMTZ1-45 sp016840855, 95.0, 78.13, 0.33; GCA_016840685.1, s__SMTZ1-45 sp016840685, 95.0, 77.92, 0.41; GCA_016839345.1, s__SMTZ1-45 sp016839345, 95.0, 77.77, 0.28; GCA_016840965.1, s__SMTZ1-45 sp016840965, 95.0, 77.67, 0.3; GCA_011364905.1, s__SMTZ1-45 sp011364905, 95.0, 77.47, 0.29	81.89	11	N/A	N/A
GCA_002254405	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2 sp002254405	GCA_002254405.1	95.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2 sp002254405	100.0	0.99	GCA_002254405.1	95.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2 sp002254405	100.0	0.99	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002254565.1, s__EX4484-2 sp002254565, 95.0, 77.01, 0.24	62.91	11	N/A	N/A
GCA_002254415	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__EX4484-52;g__EX4484-52;s__EX4484-52 sp002254415	GCA_002254415.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__EX4484-52;g__EX4484-52;s__EX4484-52 sp002254415	100.0	0.98	GCA_002254415.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__EX4484-52;g__EX4484-52;s__EX4484-52 sp002254415	100.0	0.98	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__EX4484-52;g__EX4484-52;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	46.96	11	N/A	N/A
GCA_002254545	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__EX4484-224;s__EX4484-224 sp002254545	GCA_002254545.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__EX4484-224;s__EX4484-224 sp002254545	100.0	0.99	GCA_002254545.1	95.0	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__EX4484-224;s__EX4484-224 sp002254545	100.0	0.99	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__CG10238-14;f__EX4484-224;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	71.88	11	N/A	N/A
GCA_002254565	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2 sp002254565	GCA_002254565.1	95.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2 sp002254565	100.0	1.0	GCA_002254565.1	95.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__EX4484-2 sp002254565	100.0	1.0	d__Archaea;p__Altiarchaeota;c__Altiarchaeia;o__IMC4;f__QMZM01;g__EX4484-2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002254405.1, s__EX4484-2 sp002254405, 95.0, 77.01, 0.24	91.66	11	N/A	N/A
GCA_002412085	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum acidophilus	GCA_002503215.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum acidophilus	99.62	0.79	GCA_002503215.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__Parvarchaeum acidophilus	99.62	0.79	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Parvarchaeales;f__Parvarchaeaceae;g__Parvarchaeum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002502045.1, s__Parvarchaeum acidiphilum, 95.0, 78.54, 0.22	63.19	11	N/A	N/A
GCA_002494765	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA186;f__UBA186;g__UBA186;s__UBA186 sp002494765	GCA_002494765.1	95.0	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA186;f__UBA186;g__UBA186;s__UBA186 sp002494765	100.0	0.99	GCA_002494765.1	95.0	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA186;f__UBA186;g__UBA186;s__UBA186 sp002494765	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__UBA186;o__;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.0	11	N/A	N/A
GCA_002495235	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA287;f__UBA287;g__UBA287;s__UBA287 sp002495235	GCA_002495235.1	95.0	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA287;f__UBA287;g__UBA287;s__UBA287 sp002495235	100.0	0.98	GCA_002495235.1	95.0	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA287;f__UBA287;g__UBA287;s__UBA287 sp002495235	100.0	0.98	d__Archaea;p__Thermoplasmatota;c__UBA186;o__UBA287;f__UBA287;g__UBA287;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.91	11	N/A	N/A
GCA_002495885	d__Archaea;p__Halobacteriota;c__UBA148;o__UBA148;f__UBA148;g__UBA148;s__UBA148 sp002495885	GCA_002495885.1	95.0	d__Archaea;p__Halobacteriota;c__UBA148;o__UBA148;f__UBA148;g__UBA148;s__UBA148 sp002495885	100.0	0.99	GCA_002495885.1	95.0	d__Archaea;p__Halobacteriota;c__UBA148;o__UBA148;f__UBA148;g__UBA148;s__UBA148 sp002495885	100.0	0.99	d__Archaea;p__Halobacteriota;c__UBA148;o__UBA148;f__UBA148;g__UBA148;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013415795.1, s__UBA148 sp013415795, 95.0, 82.41, 0.8	98.82	11	N/A	N/A
GCA_002495905	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905	GCA_002495905.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905	100.0	1.0	GCA_002495905.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002495905	100.0	1.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013378385.1, s__UBA57 sp013378385, 95.0, 82.21, 0.75; GCA_013306035.1, s__UBA57 sp002494565, 95.0, 81.6, 0.73; GCA_002693165.1, s__UBA57 sp002693165, 95.0, 79.83, 0.42; GCA_002713205.1, s__UBA57 sp002713205, 95.0, 77.38, 0.27	78.75	11	N/A	N/A
GCA_002496385	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5;g__UBA147;s__UBA147 sp002496385	GCA_002496385.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5;g__UBA147;s__UBA147 sp002496385	100.0	1.0	GCA_002496385.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5;g__UBA147;s__UBA147 sp002496385	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__SG8-5;f__SG8-5;g__UBA147;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002499085.1, s__UBA147 sp002499085, 95.0, 79.41, 0.46; GCA_013791785.1, s__UBA147 sp013791785, 95.0, 77.23, 0.25	85.05	11	N/A	N/A
GCA_002496395	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__Methanocalculus sp002496395	GCA_002496395.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__Methanocalculus sp002496395	100.0	1.0	GCA_002496395.1	95.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__Methanocalculus sp002496395	100.0	1.0	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013329165.1, s__Methanocalculus sp9912u, 95.0, 87.98, 0.84; GCF_018132105.1, s__Methanocalculus chunghsingensis, 95.0, 79.24, 0.4; GCA_003838185.1, s__Methanocalculus sp003838185, 95.0, 78.98, 0.53; GCA_003838065.1, s__Methanocalculus sp003838065, 95.0, 78.63, 0.39; GCA_007130455.1, s__Methanocalculus sp007130455, 95.0, 78.23, 0.46	97.49	11	N/A	N/A
GCA_002497075	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp002497075	GCA_002497075.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp002497075	100.0	1.0	GCA_002497075.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__UBA472 sp002497075	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__UBA472;g__UBA472;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013329565.1, s__UBA472 sp8940u, 95.0, 89.46, 0.89; GCA_012729095.1, s__UBA472 sp012729095, 95.0, 83.2, 0.78; GCA_002067045.1, s__UBA472 sp002067045, 95.0, 82.04, 0.6; GCA_016926075.1, s__UBA472 sp016926075, 95.0, 79.51, 0.62; GCA_004525545.1, s__UBA472 sp004525545, 95.0, 79.13, 0.51	94.18	11	N/A	N/A
GCA_002498845	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp002498845	GCA_002498845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp002498845	100.0	0.99	GCA_002498845.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__UBA509;s__UBA509 sp002498845	100.0	0.99	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.88	11	N/A	N/A
GCA_002501775	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum acidiphilum	GCA_009387755.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum acidiphilum	99.97	0.99	GCA_009387755.1	95.0	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__Micrarchaeum;s__Micrarchaeum acidiphilum	99.97	0.99	d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Micrarchaeales;f__Micrarchaeaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	81.3	11	N/A	N/A
GCA_002502135	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA543;g__UBA543;s__UBA543 sp002502135	GCA_002502135.1	95.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA543;g__UBA543;s__UBA543 sp002502135	100.0	1.0	GCA_002502135.1	95.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__UBA543;g__UBA543;s__UBA543 sp002502135	100.0	1.0	d__Archaea;p__Undinarchaeota;c__Undinarchaeia;o__Undinarchaeales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	81.23	11	N/A	N/A
GCA_002502965	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp002502965	GCA_002502965.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp002502965	100.0	1.0	GCA_002502965.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__RumEn-M2 sp002502965	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__RumEn-M2;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001421175.1, s__RumEn-M2 sp001421175, 95.0, 87.55, 0.85; GCA_002506255.1, s__RumEn-M2 sp002506255, 95.0, 85.54, 0.81; GCA_012522645.1, s__RumEn-M2 sp012522645, 95.0, 82.53, 0.73	97.89	11	N/A	N/A
GCA_002503845	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	GCA_002503845.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	100.0	1.0	GCA_002503845.1	95.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__UBA12382 sp002503845	100.0	1.0	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__UBA12382;g__UBA12382;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009889685.1, s__UBA12382 sp009889685, 95.0, 83.12, 0.91; GCA_009889625.1, s__UBA12382 sp009889625, 95.0, 79.47, 0.65	93.77	11	N/A	N/A
GCA_002503985	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184 sp002503985	GCA_002503985.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184 sp002503985	100.0	1.0	GCA_002503985.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__UBA184 sp002503985	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__UBA184;f__UBA184;g__UBA184;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002495185.1, s__UBA184 sp002495185, 95.0, 80.3, 0.52; GCA_013290045.1, s__UBA184 sp013290045, 95.0, 78.16, 0.23; GCA_013044425.1, s__UBA184 sp013044425, 95.0, 77.62, 0.27	93.76	11	N/A	N/A
GCA_002504405	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp002504405	GCA_002504405.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp002504405	100.0	1.0	GCA_002504405.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__UBA71 sp002504405	100.0	1.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_009911715.1, s__UBA71 sp006954425, 95.0, 82.16, 0.62; GCA_905187815.1, s__UBA71 sp905187815, 95.0, 81.83, 0.59; GCA_006954465.1, s__UBA71 sp006954465, 95.0, 80.58, 0.42; GCA_900767505.1, s__UBA71 sp900767505, 95.0, 80.56, 0.5; GCA_015063135.1, s__UBA71 sp015063135, 95.0, 80.37, 0.42; GCA_017461225.1, s__UBA71 sp017461225, 95.0, 80.32, 0.52; GCA_016296195.1, s__UBA71 sp016296195, 95.0, 79.84, 0.44; GCA_002506425.1, s__UBA71 sp002506425, 95.0, 79.76, 0.43; GCA_017519045.1, s__UBA71 sp017519045, 95.0, 79.47, 0.35; GCA_017616575.1, s__UBA71 sp017616575, 95.0, 79.44, 0.32; GCA_017540825.1, s__UBA71 sp017540825, 95.0, 79.29, 0.36; GCA_002504495.1, s__UBA71 sp002504495, 95.0, 79.19, 0.35; GCA_017935945.1, s__UBA71 sp017935945, 95.0, 79.15, 0.4; GCA_015063165.1, s__UBA71 sp015063165, 95.0, 79.14, 0.39; GCA_015063125.1, s__UBA71 sp015063125, 95.0, 78.98, 0.3; GCA_017507885.1, s__UBA71 sp017507885, 95.0, 78.97, 0.38; GCA_001563305.1, s__UBA71 sp001563305, 95.0, 78.78, 0.33; GCA_016284295.1, s__UBA71 sp016284295, 95.0, 78.69, 0.34; GCA_015063245.1, s__UBA71 sp015063245, 95.0, 78.63, 0.3; GCA_015063285.1, s__UBA71 sp015063285, 95.0, 78.53, 0.23; GCA_017468935.1, s__UBA71 sp017468935, 95.0, 78.52, 0.25; GCA_017475875.1, s__UBA71 sp017475875, 95.0, 78.5, 0.25; GCA_017524805.1, s__UBA71 sp017524805, 95.0, 78.42, 0.25; GCA_016281925.1, s__UBA71 sp016281925, 95.0, 77.9, 0.23; GCA_002506175.1, s__UBA71 sp002506175, 95.0, 77.37, 0.22; GCA_015063235.1, s__UBA71 sp015063235, 95.0, 77.17, 0.19	97.94	11	N/A	N/A
GCA_002505495	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002505495	GCA_002505495.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002505495	100.0	0.97	GCA_002505495.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__MGIIb-Q1 sp002505495	100.0	0.97	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-Q1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	62.52	11	N/A	N/A
GCA_002505525	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp002505525	GCA_002505525.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp002505525	100.0	0.98	GCA_002505525.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp002505525	100.0	0.98	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.74	11	N/A	N/A
GCA_002505585	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__UBA489;s__UBA489 sp002505585	GCA_002505585.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__UBA489;s__UBA489 sp002505585	100.0	1.0	GCA_002505585.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__UBA489;s__UBA489 sp002505585	100.0	1.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__UBA489;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.46	11	N/A	N/A
GCA_002505945	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA119;g__UBA119;s__UBA119 sp002505945	GCA_002505945.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA119;g__UBA119;s__UBA119 sp002505945	100.0	0.97	GCA_002505945.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA119;g__UBA119;s__UBA119 sp002505945	100.0	0.97	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA119;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	75.29	11	N/A	N/A
GCA_002509165	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp002509165	GCA_002509165.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp002509165	100.0	0.97	GCA_002509165.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp002509165	100.0	0.97	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003193815.1, s__UBA8886 sp003193815, 95.0, 92.09, 0.84; GCA_002731655.1, s__UBA8886 sp002731655, 95.0, 91.02, 0.67; GCA_002731905.1, s__UBA8886 sp002731905, 95.0, 81.08, 0.5; GCA_002687355.1, s__UBA8886 sp002687355, 95.0, 79.99, 0.47	83.28	11	N/A	N/A
GCA_002686215	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215	GCA_002686215.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215	100.0	0.98	GCA_002686215.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__ARS21 sp002686215	100.0	0.98	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__UBA10117;f__ARS21;g__ARS21;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002725495.1, s__ARS21 sp002725495, 95.0, 96.9, 0.34	60.89	11	N/A	N/A
GCA_002687185	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2687185;g__GCA-2687185;s__GCA-2687185 sp002687185	GCA_002687185.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2687185;g__GCA-2687185;s__GCA-2687185 sp002687185	100.0	0.99	GCA_002687185.1	95.0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__GCA-2687185;g__GCA-2687185;s__GCA-2687185 sp002687185	100.0	0.99	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	76.71	11	N/A	N/A
